accession_number,company_cik,owner_key,percent_of_class,control_class,pct_verified,pct_source
0001193125-11-005645,0000884152,0000070858,25.5,stake,True,row13
0000921895-12-001743,0000884219,0001517137,,unknown,False,rejected_below_13d_threshold
0000950103-20-015397,0000884219,0001818687,,unknown,False,
0001047469-99-003481,0000884269,0001078248,,unknown,False,rejected_below_13d_threshold
0001437749-21-002940,0000884269,0001726903,5.0,stake,True,row13
0000921895-23-002456,0000884624,0001580320,6.0,stake,True,row13
0001214659-25-000281,0000884624,0001794034,5.1,stake,True,llm
0000919574-11-002127,0000885125,0001421307,23.9,stake,True,row13
0001193125-11-005740,0000885125,0000070858,51.3,control,True,row13
0001140361-26-021966,0000885307,0001536588,6.9,stake,True,prose
0001217160-19-000105,0000885307,0001795937,30.3,stake,True,row13
0001217160-22-000038,0000885307,0001787245,30.6,stake,True,llm
0001017920-97-000030,0000885462,0001017920,50.9,control,True,prose
0001017920-97-000058,0000885462,0000885462,54.2,control,True,row13
0001161697-06-000851,0000885462,0001374280,70.0,control,True,row13
0001193805-06-003016,0000885462,0001312954,9.8,stake,True,row13
0001193805-06-003020,0000885462,0001348513,10.79,stake,True,row13
0001193805-06-003023,0000885462,0001379282,9.32,stake,True,row13
0001193805-06-003026,0000885462,0001348512,6.18,stake,True,row13
0001193805-15-001359,0000885462,0001636819,100.0,control,True,aggregate_total
0000885508-12-000007,0000885508,0001545383,7.7,stake,True,llm
0000902664-16-008084,0000885508,0001317904,13.7,stake,True,row13
0000921895-16-005663,0000885508,0001380585,,unknown,False,rejected_below_13d_threshold
0000929638-12-000009,0000885508,0000901719,18.9,stake,True,row13
0001193125-14-084651,0000885508,0001601213,7.8,stake,True,row13
0001193125-14-084655,0000885508,0001601307,7.8,stake,True,row13
0001193125-14-084657,0000885508,0001601200,7.8,stake,True,row13
0001104659-20-031385,0000885550,0001538653,9.7,stake,True,row13
0001104659-21-108117,0000885550,0001568982,6.1,stake,True,row13
0001104659-22-100898,0000885550,0001473482,7.2,stake,True,row13
0000902664-25-001705,0000885590,0001075186,,unknown,False,
0000928464-21-000036,0000885590,0000921669,,unknown,False,rejected_below_13d_threshold
0000950142-20-001798,0000885590,0001138995,5.9,stake,True,row13
0001013594-17-000438,0000885590,0001035674,6.3,stake,True,row13
0001193125-16-619164,0000885590,0001336528,9.0,stake,True,row13
0001418812-17-000025,0000885590,0001418812,,unknown,False,rejected_below_13d_threshold
0000919574-11-002120,0000885601,0001421307,13.95,stake,True,row13
0001193125-11-005757,0000885601,0000070858,56.7,control,True,row13
0001193805-21-000252,0000885639,0001640326,,unknown,False,rejected_below_13d_threshold
0001048703-14-000108,0000886043,0001048703,20.62,stake,True,row13
0001104659-14-059311,0000886128,0001013871,6.66,stake,True,row13
0000891836-10-000157,0000886136,0001166573,23.0,stake,True,row13
0001387131-22-012310,0000886136,0001360554,6.9392,stake,True,row13
0001398344-25-000406,0000886136,0001705447,13.8,stake,True,llm
0001193125-19-310221,0000886206,0001088640,,unknown,False,rejected_below_13d_threshold
0001072613-20-000201,0000886744,0001790256,9.6,stake,True,row13
0000945234-03-000320,0000886977,0000922960,100.0,control,True,aggregate_total
0001193125-17-093431,0000886977,0000922898,16.27,stake,True,row13
0000921895-17-001972,0000887151,0001711689,34.1,stake,True,row13
0001144204-14-028640,0000887151,0000949119,19.4,stake,True,row13
0000887396-03-000006,0000887396,0000887396,39.8,stake,True,row13
0000887396-98-000001,0000887396,0001057983,19.7,stake,True,row13
0001072613-15-000008,0000887396,0001630247,48.73,stake,True,row13
0001072613-17-000032,0000887396,0001043334,20.0,stake,True,row13
0001072613-17-000629,0000887396,0001311645,7.66,stake,True,row13
0001072613-17-000634,0000887396,0001724601,5.47,stake,True,row13
0001072613-18-000479,0000887396,0000870727,33.16,stake,True,row13
0001072613-19-000183,0000887396,0001630275,16.46,stake,True,row13
0001072613-21-000363,0000887396,0001670677,23.58,stake,True,row13
0001072613-21-000454,0000887396,0001865291,21.4,stake,True,row13
0000950142-20-001253,0000887596,0001810206,,unknown,False,rejected_below_13d_threshold
0000950170-24-140566,0000888721,0002049455,,unknown,False,
0001193125-24-000693,0000888721,0002006128,,unknown,False,
0001193125-24-030515,0000888721,0001224962,26.8,stake,True,row13
0001193125-25-319692,0000888721,0002101262,,unknown,False,
0001341004-22-000364,0000888721,0001952094,29.99,stake,True,row13
0000950124-01-000075,0000888746,0000310569,16.2,stake,True,row13
0001140361-21-006549,0000888746,0001842662,60.0,control,True,row13
0000106498-01-500026,0000888981,0000106498,10.4,stake,True,row13
0000893220-08-002345,0000888981,0001328747,7.01,stake,True,llm
0000893220-99-001190,0000888981,0000939005,,unknown,False,rejected_below_13d_threshold
0000950116-05-001285,0000888981,0000888981,,unknown,False,
0001050502-99-000100,0000888981,0001080953,,unknown,False,rejected_below_13d_threshold
0001104659-21-062447,0000888981,0001616134,7.1,stake,True,row13
0001104659-23-101250,0000888981,0000898860,11.9,stake,True,row13
0001136612-01-500003,0000888981,0001136612,10.4,stake,True,row13
0001214659-21-007394,0000888981,0001844347,5.22,stake,True,row13
0001744329-18-000003,0000888981,0001744329,,unknown,False,rejected_below_13d_threshold
0001829126-22-006962,0000888981,0001766109,12.88,stake,True,row13
0001094891-03-000082,0000889348,0001219603,17.1,stake,True,row13
0000905148-21-000722,0000889609,0001282197,19.21,stake,True,row13
0000905148-25-003927,0000889609,0002084285,28.2,stake,True,prose
0000902595-15-000006,0000889971,0001621285,14.9,stake,True,row13
0001654954-25-001914,0000889971,0002052913,19.99,stake,True,llm
0001035802-97-000082,0000890066,0000946090,19.85,stake,True,row13
0001193125-11-005669,0000890196,0000070858,57.9,control,True,row13
0001193125-26-086018,0000890196,0000019617,,unknown,False,
0001193125-11-005738,0000890393,0000070858,48.1,stake,True,row13
0001654954-22-009235,0000890393,0001344146,100.0,control,True,row13
0001193125-21-367042,0000890394,0001901329,,unknown,False,rejected_below_13d_threshold
0001214659-21-001776,0000890394,0000896493,8.43,stake,True,row13
0001093801-04-000223,0000890725,0001227281,,unknown,False,
0000921895-15-001544,0000890821,0001643490,17.4,stake,True,row13
0000921895-15-001545,0000890821,0001643489,47.8,stake,True,row13
0001248915-13-000154,0000890821,0001589350,53.66,control,True,row13
0001252699-09-000007,0000890821,0001252699,26.25,stake,True,row13
0001607062-18-000390,0000890821,0001758404,17.49,stake,True,row13
0001607062-18-000392,0000890821,0001758405,,unknown,False,rejected_below_13d_threshold
0001607062-18-000394,0000890821,0001758425,17.49,stake,True,row13
0001607062-18-000396,0000890821,0001758403,17.49,stake,True,row13
0001062993-23-001545,0000891038,0001510281,5.55,stake,True,row13
0001193125-11-005818,0000891038,0000070858,,unknown,False,
0001654954-22-009310,0000891038,0001344146,100.0,control,True,row13
0000902664-24-004719,0000891103,0001517137,6.6,stake,True,row13
0001104659-20-089088,0000891103,0000927067,,unknown,False,rejected_below_13d_threshold
0000905148-17-000500,0000891166,0001287040,5.1,stake,True,row13
0000950170-25-051626,0000891166,0001492959,5.19,stake,True,llm
0000807249-18-000057,0000891482,0000807249,7.54,stake,True,aggregate_prose
0000902664-14-003998,0000891482,0001411318,59.0,control,True,aggregate_total
0000950123-11-023027,0000891482,0000904916,,unknown,False,rejected_below_13d_threshold
0001628280-16-021567,0000891482,0001209589,7.6,stake,True,row13
0000892712-16-001790,0000891532,0000937394,13.6,stake,True,row13
0001144204-16-115749,0000891532,0001591508,5.3,stake,True,row13
0001144204-17-016809,0000891532,0001667278,5.3,stake,True,row13
0001193125-09-259945,0000892450,0001166141,5.46,stake,True,row13
0001062993-24-010575,0000892992,0001510281,5.16,stake,True,row13
0001193125-11-005786,0000892992,0000070858,36.0,stake,True,row13
0001193125-13-479259,0000892992,0000072971,100.0,control,True,row13
0001193125-19-279044,0000893538,0001565683,,unknown,False,rejected_below_13d_threshold
0000897069-22-000124,0000893847,0001569147,5.2,stake,True,row13
0000919574-17-000477,0000893847,0001453379,6.3,stake,True,row13
0000919574-20-005456,0000893847,0001741369,5.3,stake,True,row13
0000902664-17-004368,0000893949,0000904495,,unknown,False,rejected_below_13d_threshold
0000921895-20-000442,0000893949,0001517137,9.0,stake,True,row13
0000890163-06-000763,0000894158,0001380918,63.8,control,True,row13
0000890163-06-000764,0000894158,0001380826,11.7,stake,True,row13
0000890163-06-000771,0000894158,0001076653,13.4,stake,True,row13
0000910213-98-000032,0000894158,0001064797,11.88,stake,True,row13
0000921895-21-000036,0000894158,0001830402,9.9,stake,True,row13
0000950136-99-000378,0000894158,0000737572,40.0,stake,True,row13
0000950159-08-001403,0000894158,0001173744,5.73,stake,True,row13
0001140361-11-057083,0000894158,0001091823,10.0,stake,True,row13
0001193125-24-173377,0000894315,0001462468,7.9,stake,True,row13
0001091818-23-000177,0000894501,0001994009,86.43,control,True,row13
0000950170-25-043952,0000894556,0002061007,,unknown,False,
0001144204-08-052954,0000894556,0001444824,29.0,stake,True,row13
0001640334-25-000475,0000894556,0001011076,81.85,control,True,llm
0001640334-25-000650,0000894556,0001514881,28.45,stake,True,llm
0000898358-15-000028,0000894627,0000898358,8.96,stake,True,row13
0000921895-08-000801,0000894627,0001429149,60.0,control,True,aggregate_total
0000921895-15-002147,0000894627,0001650068,,unknown,False,rejected_below_13d_threshold
0000921895-18-000227,0000894627,0001380585,,unknown,False,rejected_below_13d_threshold
0001079974-16-001159,0000894627,0001589350,20.0,stake,True,aggregate_total
0000894671-15-000007,0000894671,0001414540,8.11,stake,True,row13
0000894671-15-000027,0000894671,0000894671,12.0,stake,True,row13
0000891618-00-002937,0000894871,0001114816,5.67,stake,True,row13
0000891618-00-002941,0000894871,0001114818,20.24,stake,True,row13
0000893739-20-000032,0000894871,0000893739,9.3,stake,True,row13
0000921895-21-001837,0000894871,0001167167,9.0,stake,True,row13
0000950123-98-002663,0000894871,0000894871,5.21,stake,True,row13
0000950136-08-003104,0000894871,0000897744,16.37,stake,True,row13
0000950136-08-003105,0000894871,0001434582,16.4,stake,True,row13
0001144204-16-136606,0000894871,0001689074,18.57,stake,True,row13
0001213900-20-039700,0000894871,0001464790,,unknown,False,rejected_below_13d_threshold
0001493152-23-044080,0000894871,0001845071,44.1,stake,True,llm
0001104659-19-007050,0000895126,0001691524,8.7,stake,True,row13
0001524769-17-000027,0000895126,0001524769,50.8,control,True,row13
0001193125-19-250687,0000895421,0000067088,24.07,stake,True,row13
0000895447-08-000024,0000895447,0001215351,5.2,stake,True,row13
0000950137-00-004948,0000895464,0001128450,8.9,stake,True,row13
0001027189-98-000005,0000895464,0000905052,12.7,stake,True,row13
0001047469-97-007802,0000895464,0001051375,,unknown,False,rejected_below_13d_threshold
0001104659-05-053510,0000895464,0001340566,55.8,control,True,row13
0001144204-02-000259,0000895464,0001162449,41.3,stake,True,row13
0001640334-20-002571,0000895464,0001828515,99.0,control,True,row13
0001640334-21-000153,0000895464,0001841399,21.1,stake,True,row13
0001640334-21-000155,0000895464,0001841415,9.8,stake,True,row13
0001640334-21-000165,0000895464,0001841432,11.7,stake,True,row13
0001640334-21-000181,0000895464,0001841458,33.8,stake,True,row13
0001640334-21-000193,0000895464,0001841947,16.3,stake,True,row13
0000769317-24-000058,0000895528,0000769317,9.9,stake,True,row13
0001062993-23-011036,0000895528,0001510281,5.03,stake,True,row13
0001193125-11-005642,0000895528,0000070858,100.0,control,True,row13
0001193125-12-248608,0000895528,0001000275,94.55,control,True,row13
0001214659-19-003177,0000895528,0001548814,,unknown,False,
0001567619-19-022335,0000895531,0000070858,100.0,control,True,row13
0000902664-15-003427,0000896156,0001140474,,unknown,False,rejected_below_13d_threshold
0001144204-18-030346,0000896264,0001203301,45.8,stake,True,row13
0001214659-21-010421,0000896493,0001212502,91.74,control,True,llm
0000950134-06-023572,0000897078,0001319953,39.99,stake,True,llm
0001493152-15-001026,0000897078,0001636281,84.0,control,True,row13
0001493152-19-004355,0000897078,0001771801,13.19,stake,True,row13
0001493152-19-004356,0000897078,0001771819,13.19,stake,True,row13
0000910662-10-000016,0000897322,0001351917,5.09,stake,True,row13
0001178913-21-000736,0000897322,0001426753,,unknown,False,rejected_below_13d_threshold
0001178913-24-000505,0000897322,0001679543,21.19,stake,True,row13
0001062993-24-000345,0000897419,0001510281,5.18,stake,True,row13
0001193125-11-005857,0000897419,0000070858,30.2,stake,True,row13
0001193125-14-264489,0000897419,0000072971,100.0,control,True,row13
0001654954-18-002403,0000897421,0001344146,100.0,control,True,row13
0000899140-22-000088,0000897448,0001577524,6.06,stake,True,row13
0000905718-12-000123,0000897448,0001397144,10.4,stake,True,row13
0001144204-12-005242,0000897448,0001380734,7.5,stake,True,row13
0001048703-08-000081,0000897802,0001048703,9.83,stake,True,row13
0000902664-23-004496,0000898437,0001727492,6.2,stake,True,row13
0001193125-15-081030,0000899689,0000907618,,unknown,False,rejected_below_13d_threshold
0000905148-26-000656,0000899751,0002014641,,unknown,False,
0001140361-24-011951,0000899751,0002014556,16.4,stake,True,row13
0001193125-14-016001,0000899751,0001277742,9.9,stake,True,row13
0000902664-07-003556,0000900075,0001159159,5.04,stake,True,row13
0001193125-16-462677,0000900075,0001239685,7.0,stake,True,row13
0000903423-08-000382,0000900391,0000942985,53.5,control,True,row13
0001048703-09-000070,0000900422,0001048703,14.61,stake,True,row13
0001193125-11-005664,0000900422,0000070858,72.9,control,True,row13
0001504304-17-000024,0000900422,0001504304,10.26,stake,True,row13
0001140361-21-042852,0000901243,0000070858,100.0,control,True,row13
0000921895-19-000487,0000901491,0001517137,,unknown,False,rejected_below_13d_threshold
0001013594-18-000552,0000901491,0001560207,,unknown,False,rejected_below_13d_threshold
0001104659-19-066270,0000903651,0001723873,5.1,stake,True,row13
0001144204-16-081296,0000903651,0001120632,5.4,stake,True,row13
0000903423-11-000244,0000904851,0001435384,14.9,stake,True,row13
0000950103-11-001152,0000904851,0000847838,68.23,control,True,row13
0001193125-19-113438,0000906553,0001186742,7.0,stake,True,row13
0001193125-19-113439,0000906553,0000940434,17.5,stake,True,row13
0000937322-17-000003,0000907242,0000937322,9.94,stake,True,row13
0001104659-14-089043,0000907242,0000937318,18.2,stake,True,row13
0000907254-19-000089,0000907254,0000907254,56.7,control,True,row13
0000905148-16-001640,0000907471,0001351407,,unknown,False,rejected_below_13d_threshold
0000902664-24-002769,0000907654,0001535978,8.28,stake,True,row13
0000921895-22-000996,0000907654,0001752618,15.06,stake,True,row13
0000921895-22-001819,0000907654,0001922140,17.91,stake,True,row13
0000921895-22-002198,0000907654,0001937147,17.91,stake,True,row13
0001072613-15-000330,0000907654,0001644965,21.3,stake,True,row13
0001104659-12-073528,0000907654,0001346450,12.0,stake,True,row13
0001213900-24-076599,0000907654,0001802528,19.99,stake,True,row13
0001683168-19-001340,0000908259,0001774092,17.67,stake,True,row13
0001683168-19-001341,0000908259,0001774151,9.39,stake,True,row13
0001683168-19-001342,0000908259,0001775662,16.82,stake,True,row13
0001683168-19-001343,0000908259,0001697480,23.04,stake,True,row13
0001683168-19-001356,0000908259,0001587074,64.55,control,True,row13
0000897069-21-000240,0000908311,0001811419,65.0,control,True,aggregate_total
